Campaign_ID,Campaign_Name,Platform,Start_Date,End_Date,Clicks,Conversions,Cost,Data_Quality_Flag,Campaign_Duration_Days,Conversion_Rate,CPC,CPA,Conversion_Efficiency,Duration_Group,Start_YearMonth
CP11571,Time Campaign,Google,2024-06-11,2025-04-09,5308.0,406.0,6097.61,False,302,0.07648831951770912,1.1487584777694047,15.01874384236453,0.06658346466894406,6–12 Months,2024-06
CP31067,Pick Campaign,Google,2024-09-23,2025-02-13,1932.0,405.0,39998.43,False,143,0.2096273291925466,20.703121118012422,98.76155555555556,0.010125397421848807,3–6 Months,2024-09
CP19681,Interesting Campaign,Facebook,2023-12-22,2025-03-10,8109.0,1411.0,48122.46,False,444,0.1740041928721174,5.934450610432853,34.105216158752654,0.029321028060493998,> 12 Months,2023-12
CP75270,Themselves Campaign,Instagram,2024-06-24,2024-11-01,11732.0,774.0,40190.49,False,130,0.06597340606887146,3.425715138083873,51.9256976744186,0.019258287221678563,3–6 Months,2024-06
CP84268,Remain Campaign,Instagram,2024-06-25,2025-08-30,6775.0,136.0,44292.85,False,431,0.02007380073800738,6.5376900369003685,325.68272058823527,0.003070472999592485,> 12 Months,2024-06
CP52113,Together Campaign,Twitter,2024-03-22,2025-07-29,19236.0,533.0,6191.09,False,494,0.02770846329798295,0.32184913703472656,11.615553470919325,0.0860914637002531,> 12 Months,2024-03
CP22199,Table Campaign,Instagram,2024-07-01,2025-07-21,640.0,31.0,31155.05,False,385,0.0484375,48.679765625,1005.0016129032258,0.0009950232787300935,> 12 Months,2024-07
CP31784,Young Campaign,Google,2023-12-24,2025-06-02,17338.0,1253.0,10962.46,False,526,0.07226900449878879,0.6322793863190679,8.748970470869912,0.11429916277915725,> 12 Months,2023-12
CP25948,Kind Campaign,Facebook,2024-07-14,2025-08-29,7268.0,520.0,49242.22,False,411,0.07154650522839846,6.77520913593836,94.69657692307692,0.010560043799812437,> 12 Months,2024-07
CP38440,We Campaign,Facebook,2023-11-02,2025-02-07,350.0,1577.0,41283.27,True,463,4.505714285714285,117.95219999999999,26.178357641090678,0.03819949340253328,> 12 Months,2023-11
CP99991,Federal Campaign,LinkedIn,2024-01-04,2025-07-11,15219.0,1591.0,7238.25,False,554,0.10454037716012879,0.4756061502069781,4.549497171590195,0.21980451075881602,> 12 Months,2024-01
CP53017,Within Campaign,Instagram,2023-12-20,2025-01-10,4449.0,624.0,25958.34,False,387,0.14025623735670936,5.834645987862441,41.59990384615384,0.024038517100862383,> 12 Months,2023-12
CP40444,Per Campaign,Facebook,2024-10-13,2025-02-05,6890.0,1094.0,18357.35,False,115,0.15878084179970972,2.6643468795355587,16.780027422303473,0.059594658270393064,3–6 Months,2024-10
CP46135,Hotel Campaign,Facebook,2024-02-14,2025-07-31,6367.0,584.0,21732.72,False,533,0.09172294644259463,3.4133375215957282,37.21356164383562,0.02687192399294704,> 12 Months,2024-02
CP38806,Decision Campaign,Google,2024-09-21,2025-01-02,19738.0,809.0,13455.4,False,103,0.040986928766845676,0.6817002735839497,16.63213844252163,0.06012455965634615,3–6 Months,2024-09
CP69580,Ten Campaign,Facebook,2024-08-11,2025-01-23,12164.0,998.0,29008.87,False,165,0.08204537980927326,2.3848133837553434,29.06700400801603,0.03440327044796988,3–6 Months,2024-08
CP61639,Nice Campaign,Instagram,2024-06-07,2025-04-15,7672.0,283.0,4376.75,False,312,0.036887382690302395,0.5704835766423357,15.465547703180212,0.06465985034557606,6–12 Months,2024-06
CP63164,Blue Campaign,Twitter,2024-06-27,2025-08-22,15296.0,568.0,48801.82,False,421,0.03713389121338912,3.1904955543933053,85.91869718309859,0.011638910188185605,> 12 Months,2024-06
CP12149,Among Campaign,LinkedIn,2023-12-20,2025-05-17,9451.0,810.0,36972.06,False,514,0.08570521637921913,3.911973336154904,45.64451851851852,0.02190843572146102,> 12 Months,2023-12
CP32351,Item Campaign,Google,2023-11-28,2024-11-17,10924.0,1414.0,6655.04,False,355,0.12943976565360674,0.6092127425851337,4.706534653465346,0.21247054863682263,6–12 Months,2023-11
CP42435,American Campaign,Google,2024-08-26,2025-09-21,12065.0,1687.0,36360.38,False,391,0.13982594280978036,3.0137074181516783,21.553278008298754,0.04639665482043917,> 12 Months,2024-08
CP91387,Cover Campaign,Facebook,2024-01-15,2025-05-16,8504.0,748.0,33166.15,False,487,0.08795860771401694,3.9000646754468486,44.33977272727273,0.022553115149029957,> 12 Months,2024-01
CP45848,Front Campaign,Google,2024-04-09,2025-10-10,9952.0,1384.0,12127.76,False,549,0.13906752411575563,1.2186254019292604,8.762832369942197,0.11411835326556594,> 12 Months,2024-04
CP57858,Another Campaign,Facebook,2024-06-19,2024-12-25,14177.0,1470.0,24653.68,False,189,0.10368907385201383,1.7389913239754533,16.771210884353742,0.05962598687092556,6–12 Months,2024-06
CP65471,Magazine Campaign,Instagram,2024-10-08,2025-05-07,1282.0,1483.0,24727.3,True,211,1.156786271450858,19.288065522620904,16.673836817262305,0.059974198557869236,6–12 Months,2024-10
CP78736,Town Campaign,Google,2024-03-29,2025-01-06,13786.0,957.0,7897.18,False,283,0.06941825039895547,0.5728405628898883,8.252016718913271,0.12118249805626818,6–12 Months,2024-03
CP38869,They Campaign,Google,2024-08-13,2025-09-29,17252.0,534.0,27780.04,False,412,0.03095293299327614,1.610250405750058,52.022546816479405,0.01922243452493229,> 12 Months,2024-08
CP24906,Yourself Campaign,Email,2023-11-08,2025-05-19,10623.0,759.0,20097.37,False,558,0.07144874329285512,1.8918732937964793,26.47874835309618,0.03776613556898241,> 12 Months,2023-11
CP93485,Really Campaign,Google,2023-11-12,2025-07-10,14154.0,981.0,29865.58,False,606,0.06930902924968207,2.1100452168998163,30.44401630988787,0.03284717725220806,> 12 Months,2023-11
CP45712,Never Campaign,Email,2024-01-13,2025-08-15,674.0,270.0,32445.22,False,580,0.40059347181008903,48.13830860534125,120.16748148148149,0.008321718884938984,> 12 Months,2024-01
CP65395,Green Campaign,Facebook,2023-12-23,2025-05-18,11555.0,1283.0,40512.98,False,512,0.11103418433578538,3.506099524015578,31.576757599376464,0.031668862670679865,> 12 Months,2023-12
CP49612,Car Campaign,Email,2023-12-02,2024-11-12,2471.0,1073.0,38697.73,False,346,0.434237150951032,15.660756778632134,36.06498602050326,0.027727724597799402,6–12 Months,2023-12
CP35928,Five Campaign,Google,2024-06-09,2025-08-03,7407.0,272.0,42890.11,False,420,0.03672201971108411,5.7904833265829625,157.68422794117646,0.006341788351673614,> 12 Months,2024-06
CP72964,Material Campaign,Facebook,2024-09-15,2025-03-17,386.0,1402.0,17061.98,True,183,3.6321243523316062,44.2020207253886,12.169743223965764,0.08217100242761978,6–12 Months,2024-09
CP37228,Support Campaign,Facebook,2024-10-01,2024-10-23,12473.0,310.0,11540.29,False,22,0.024853683957347873,0.9252216788262648,37.22674193548387,0.026862409870115914,< 1 Month,2024-10
CP93507,Edge Campaign,Facebook,2023-12-07,2025-05-17,5500.0,1912.0,5056.5,False,527,0.34763636363636363,0.9193636363636364,2.644612970711297,0.3781271630574508,> 12 Months,2023-12
CP26254,They Campaign,Google,2024-09-09,2025-01-17,8079.0,1884.0,45317.36,False,130,0.2331971778685481,5.609278376036638,24.05380042462845,0.041573472064568635,3–6 Months,2024-09
CP38051,Study Campaign,Instagram,2023-11-11,2024-12-13,6977.0,415.0,7974.39,False,398,0.05948115235774688,1.1429539916869715,19.215397590361448,0.05204159816612932,> 12 Months,2023-11
CP36696,Stay Campaign,Google,2024-07-03,2025-03-22,15575.0,1324.0,42867.79,False,262,0.08500802568218299,2.7523460674157305,32.37748489425982,0.030885660305791363,6–12 Months,2024-07
CP57126,From Campaign,Google,2024-08-09,2025-03-12,14956.0,986.0,16256.18,False,215,0.06592671837389677,1.0869336721048408,16.486997971602435,0.060653855948937574,6–12 Months,2024-08
CP95577,True Campaign,Google,2024-04-27,2025-03-19,3678.0,1156.0,14329.34,False,326,0.31430125067971726,3.895959760739532,12.395622837370242,0.0806736388417052,6–12 Months,2024-04
CP22197,Price Campaign,Google,2024-03-13,2025-05-05,12715.0,1785.0,25536.57,False,418,0.1403853716083366,2.008381439244986,14.306201680672268,0.06989975552707353,> 12 Months,2024-03
CP48121,Tend Campaign,Facebook,2023-12-06,2025-02-27,11715.0,1145.0,39020.53,False,449,0.09773794280836534,3.330817755014938,34.079065502183404,0.029343527625073265,> 12 Months,2023-12
CP18186,Game Campaign,Google,2024-09-25,2024-12-02,7165.0,204.0,32692.62,False,68,0.028471737613398464,4.562822051639916,160.25794117647058,0.006239940390216508,1–3 Months,2024-09
CP28575,Prepare Campaign,Facebook,2024-04-19,2025-09-20,16990.0,1786.0,39951.39,False,519,0.10512065921130076,2.3514649793996467,22.369199328107502,0.0447043269333057,> 12 Months,2024-04
CP19397,Seem Campaign,Google,2023-11-06,2024-12-06,1400.0,118.0,41370.01,False,396,0.08428571428571428,29.550007142857144,350.5933050847458,0.0028523077466019466,> 12 Months,2023-11
CP40650,Reveal Campaign,Email,2024-01-09,2025-06-24,7546.0,42.0,30799.33,False,532,0.0055658627087198514,4.0815438642989665,733.317380952381,0.0013636660277999554,> 12 Months,2024-01
CP61599,Receive Campaign,Google,2024-03-31,2025-08-15,13168.0,819.0,16910.7,False,502,0.0621962332928311,1.2842269137302553,20.647985347985347,0.04843087512639926,> 12 Months,2024-03
CP53383,Machine Campaign,Google,2024-07-01,2025-01-12,1822.0,707.0,43834.65,False,195,0.3880351262349067,24.058534577387487,62.00091937765205,0.016128793089485144,6–12 Months,2024-07
CP51551,Me Campaign,Facebook,2024-04-01,2025-09-02,7376.0,946.0,2315.44,False,519,0.12825379609544468,0.31391540130151846,2.4476109936575052,0.40856165566803715,> 12 Months,2024-04
CP80595,Read Campaign,LinkedIn,2024-09-03,2025-09-25,2483.0,1420.0,46098.18,False,387,0.5718888441401531,18.565517519130086,32.46350704225352,0.030803819152947037,> 12 Months,2024-09
CP78695,Nation Campaign,Google,2023-12-25,2025-10-01,11801.0,192.0,42594.73,False,646,0.01626980764342005,3.6094169985594444,221.84755208333334,0.004507599883835394,> 12 Months,2023-12
CP23033,Draw Campaign,Facebook,2024-09-01,2025-01-01,889.0,1613.0,20628.37,True,122,1.814398200224972,23.204015748031495,12.788822070675758,0.07819328429730513,3–6 Months,2024-09
CP62750,Morning Campaign,Email,2024-09-25,2025-08-27,6097.0,732.0,16243.14,False,336,0.12005904543217977,2.664120059045432,22.190081967213114,0.04506517828449426,6–12 Months,2024-09
CP92535,These Campaign,Instagram,2024-10-15,2024-11-06,13884.0,1316.0,42128.9,False,22,0.0947853644482858,3.0343488908095653,32.012841945288756,0.031237464068608483,< 1 Month,2024-10
CP47734,Only Campaign,Facebook,2023-11-05,2025-02-09,3635.0,1788.0,24592.07,False,462,0.49188445667125175,6.765356258596974,13.753954138702461,0.07270636428734954,> 12 Months,2023-11
CP99889,Near Campaign,Facebook,2024-05-27,2025-09-13,14134.0,1654.0,40880.51,False,474,0.11702278194424791,2.892352483373426,24.716148730350668,0.04045937783065818,> 12 Months,2024-05
CP65103,Before Campaign,Facebook,2024-06-28,2025-06-08,13853.0,592.0,23586.55,False,345,0.0427344257561539,1.7026311990182632,39.84214527027027,0.025099050094227433,6–12 Months,2024-06
CP44641,Share Campaign,LinkedIn,2024-08-05,2025-06-03,19412.0,401.0,13941.92,False,302,0.020657325365753144,0.7182114156192047,34.76788029925187,0.028762179097283586,6–12 Months,2024-08
CP91362,Compare Campaign,Google,2023-10-30,2025-03-30,8579.0,361.0,13008.82,False,517,0.04207949644480709,1.5163562186735051,36.03551246537396,0.027750403187990918,> 12 Months,2023-10
CP64744,Issue Campaign,Facebook,2024-06-16,2025-08-08,8080.0,544.0,48917.47,False,418,0.06732673267326733,6.0541423267326735,89.92181985294118,0.011120771372681375,> 12 Months,2024-06
CP78087,Suffer Campaign,LinkedIn,2023-12-24,2025-08-11,3083.0,1806.0,12974.02,False,596,0.5857930587090496,4.2082452156989945,7.183842746400886,0.1392012652978799,> 12 Months,2023-12
CP68994,Back Campaign,LinkedIn,2024-05-20,2024-12-11,1467.0,1832.0,12514.35,True,205,1.2488070892978869,8.530572597137015,6.8309770742358085,0.146391942050526,6–12 Months,2024-05
CP88960,High Campaign,Instagram,2024-10-04,2025-08-09,10616.0,1171.0,37842.04,False,309,0.1103051996985682,3.5646232102486812,32.31600341588386,0.030944420543924163,6–12 Months,2024-10
CP38160,Security Campaign,Google,2023-12-18,2025-06-06,17396.0,1604.0,49214.28,False,536,0.09220510462175213,2.829057254541274,30.68221945137157,0.03259216633871307,> 12 Months,2023-12
CP76383,Question Campaign,Facebook,2024-04-25,2025-09-13,15472.0,1462.0,24806.49,False,506,0.09449327817993795,1.6033150206825233,16.96750341997264,0.05893618968261934,> 12 Months,2024-04
CP93107,Part Campaign,Facebook,2024-04-04,2025-01-20,11746.0,495.0,28247.42,False,291,0.04214200578920484,2.4048544185254555,57.06549494949495,0.01752372429057238,6–12 Months,2024-04
CP39681,Town Campaign,LinkedIn,2024-09-11,2025-06-13,3417.0,302.0,8869.35,False,275,0.08838162130523851,2.595654082528534,29.368708609271525,0.034049845817337235,6–12 Months,2024-09
CP75361,Budget Campaign,Google,2024-06-24,2025-07-31,11719.0,942.0,15107.85,False,402,0.08038228517791621,1.2891756975851183,16.038057324840764,0.06235169133927064,> 12 Months,2024-06
CP77431,Sense Campaign,Email,2024-09-15,2025-04-09,16500.0,41.0,27868.09,False,206,0.0024848484848484847,1.6889751515151514,679.709512195122,0.001471216721346888,6–12 Months,2024-09
CP75044,Green Campaign,Twitter,2023-12-12,2025-03-21,4491.0,1391.0,19166.92,False,465,0.30973057225562234,4.2678512580716985,13.779237958303378,0.07257295381834954,> 12 Months,2023-12
CP94910,Him Campaign,Google,2024-06-15,2024-11-26,568.0,1003.0,45327.41,True,164,1.7658450704225352,79.80177816901409,45.191834496510474,0.022127891269322467,3–6 Months,2024-06
CP52691,Challenge Campaign,Twitter,2024-02-28,2025-10-09,613.0,619.0,9447.67,True,589,1.0097879282218598,15.412185970636216,15.262794830371567,0.06551879987340795,> 12 Months,2024-02
CP89582,Popular Campaign,Google,2024-01-15,2025-06-04,9395.0,106.0,48230.57,False,506,0.01128259712613092,5.133642362959021,455.0053773584906,0.0021977762236689304,> 12 Months,2024-01
CP29189,Four Campaign,Facebook,2024-06-04,2025-03-07,6024.0,1713.0,6177.24,False,276,0.28436254980079684,1.025438247011952,3.606094570928196,0.2773083124502205,6–12 Months,2024-06
CP59238,Never Campaign,Google,2024-02-22,2025-10-19,15059.0,1902.0,2560.6,False,605,0.12630320738428846,0.1700378511189322,1.346267087276551,0.742794657502148,> 12 Months,2024-02
CP41353,Realize Campaign,LinkedIn,2023-12-09,2025-09-14,16451.0,804.0,17249.49,False,645,0.04887240897209896,1.0485374749255365,21.454589552238808,0.046610073689135154,> 12 Months,2023-12
CP94616,Me Campaign,Email,2024-09-08,2025-08-13,2787.0,1050.0,40462.43,False,339,0.3767491926803014,14.51827412988877,38.535647619047616,0.025949998554214367,6–12 Months,2024-09
CP89456,Rock Campaign,Google,2023-12-27,2025-03-04,10785.0,1582.0,28166.71,False,433,0.14668521094112194,2.611656003708855,17.804494310998734,0.05616559406476653,> 12 Months,2023-12
CP86153,Standard Campaign,Facebook,2024-09-06,2025-07-10,5635.0,726.0,42721.82,False,307,0.12883762200532387,7.581511978704525,58.84548209366391,0.016993658041722006,6–12 Months,2024-09
CP75991,Bring Campaign,Email,2024-09-21,2025-01-04,2928.0,1288.0,17008.21,False,105,0.43989071038251365,5.808814890710382,13.205131987577639,0.07572813364839687,3–6 Months,2024-09
CP49246,Remember Campaign,Twitter,2024-03-10,2024-11-04,10410.0,1848.0,46107.36,False,239,0.17752161383285303,4.42914121037464,24.94987012987013,0.04008036894760403,6–12 Months,2024-03
CP93719,Him Campaign,LinkedIn,2024-07-17,2025-05-03,14633.0,1838.0,3585.6,False,290,0.1256065058429577,0.24503519442356317,1.950816104461371,0.5126059794734493,6–12 Months,2024-07
CP26002,Thus Campaign,LinkedIn,2024-02-26,2025-09-18,15547.0,37.0,31886.05,False,570,0.0023798803627709526,2.0509455200360196,861.7851351351351,0.001160382047948868,> 12 Months,2024-02
CP48453,Win Campaign,Google,2024-08-06,2025-09-17,12769.0,1731.0,15590.36,False,407,0.13556269089200407,1.2209538726603493,9.006562680531484,0.11103014940001385,> 12 Months,2024-08
CP12301,Current Campaign,Facebook,2024-04-10,2025-03-12,3957.0,1828.0,32811.47,False,336,0.4619661359615871,8.29200657063432,17.949381838074398,0.05571222502374931,6–12 Months,2024-04
CP92032,Up Campaign,Instagram,2024-07-31,2025-05-24,1305.0,1927.0,44566.85,True,297,1.4766283524904213,34.15084291187739,23.12758173326414,0.043238415997540774,6–12 Months,2024-07
CP42208,Process Campaign,Facebook,2024-03-28,2025-05-06,1845.0,1890.0,42685.64,True,404,1.024390243902439,23.135848238482385,22.58499470899471,0.044277185489077824,> 12 Months,2024-03
CP80627,Whose Campaign,Facebook,2023-12-05,2024-12-09,15925.0,140.0,24452.87,False,370,0.008791208791208791,1.5355020408163265,174.66335714285714,0.0057252993206932355,> 12 Months,2023-12
CP39800,Seven Campaign,Instagram,2024-04-17,2025-08-28,80.0,1836.0,24840.73,True,498,22.95,310.509125,13.52980936819172,0.07391087137938378,> 12 Months,2024-04
CP68660,Toward Campaign,Email,2023-10-27,2025-02-10,19912.0,288.0,14438.25,False,472,0.01446364001607071,0.72510295299317,50.1328125,0.019947015739442107,> 12 Months,2023-10
CP14804,American Campaign,Email,2024-02-21,2025-02-09,3227.0,1473.0,34271.15,False,354,0.4564611093895259,10.620127052990394,23.26622539035981,0.04298075786776925,6–12 Months,2024-02
CP11902,Get Campaign,Facebook,2024-02-15,2025-04-25,10106.0,1402.0,15448.81,False,435,0.13872946764298436,1.5286770235503662,11.019122681883024,0.09075132647757336,> 12 Months,2024-02
CP64074,Crime Campaign,LinkedIn,2024-06-23,2024-10-22,6522.0,483.0,6227.24,False,121,0.07405703771849126,0.9548052744556884,12.892836438923394,0.07756245142310238,3–6 Months,2024-06
CP33121,Reach Campaign,Twitter,2024-02-26,2025-04-04,4255.0,118.0,42939.65,False,403,0.02773207990599295,10.091574618096358,363.89533898305086,0.002748042892757626,> 12 Months,2024-02
CP45498,Treatment Campaign,LinkedIn,2024-08-25,2025-07-01,18735.0,1932.0,16418.78,False,310,0.10312249799839872,0.8763693621563917,8.498333333333333,0.11767013139831341,6–12 Months,2024-08
CP18154,Sell Campaign,LinkedIn,2024-06-23,2025-03-09,19293.0,862.0,14366.77,False,259,0.04467941740527653,0.7446623127559219,16.666786542923436,0.0599995684485796,6–12 Months,2024-06
CP68666,Citizen Campaign,LinkedIn,2024-03-26,2025-02-01,19804.0,1418.0,584.57,False,312,0.07160169662694406,0.029517774187032924,0.41224964739069114,2.425714627846109,6–12 Months,2024-03
CP34704,What Campaign,Email,2024-02-06,2025-05-30,8249.0,1991.0,26007.49,False,479,0.24136258940477634,3.152805188507698,13.062526368658967,0.07655486938570388,> 12 Months,2024-02
CP52886,Whom Campaign,Facebook,2024-01-15,2024-11-06,12038.0,1380.0,7918.14,False,296,0.11463698288752285,0.6577620867253697,5.737782608695652,0.17428335442414505,6–12 Months,2024-01
CP76053,Present Campaign,Facebook,2023-11-22,2025-02-02,8430.0,852.0,8071.71,False,438,0.10106761565836299,0.9574982206405694,9.473838028169014,0.10555384175100443,> 12 Months,2023-11
CP73356,Where Campaign,Google,2024-07-28,2024-10-23,10474.0,713.0,29045.72,False,87,0.06807332442237922,2.773125835401948,40.73733520336606,0.02454750648288285,1–3 Months,2024-07
CP53946,Play Campaign,Facebook,2024-08-03,2025-05-31,5253.0,1995.0,11070.57,False,301,0.3797829811536265,2.1074757281553396,5.549157894736842,0.18020752318986286,6–12 Months,2024-08
CP46264,Cut Campaign,Facebook,2024-04-29,2025-06-05,7912.0,343.0,46626.19,False,402,0.04335187057633974,5.893097826086957,135.9364139941691,0.007356380609267023,> 12 Months,2024-04
CP28612,Order Campaign,Facebook,2024-03-11,2025-06-08,19666.0,590.0,1311.08,False,454,0.030001016983626564,0.06666734465575104,2.2221694915254235,0.4500106782194832,> 12 Months,2024-03
CP89868,Budget Campaign,Facebook,2024-02-18,2025-03-13,9337.0,446.0,13308.71,False,389,0.0477669486987255,1.4253732462246973,29.840156950672643,0.03351188807931047,> 12 Months,2024-02
CP48329,Believe Campaign,Google,2023-11-24,2024-11-11,6458.0,597.0,38386.22,False,353,0.09244348095385568,5.943979560235367,64.29852596314907,0.015552456063660344,6–12 Months,2023-11
CP83790,Way Campaign,Facebook,2024-07-27,2025-10-10,12045.0,1169.0,37497.84,False,440,0.0970527189705272,3.113145703611457,32.07685201026518,0.03117512902076493,> 12 Months,2024-07
CP94377,Truth Campaign,Email,2024-01-10,2025-05-30,2466.0,1457.0,14450.67,False,506,0.5908353609083536,5.859963503649635,9.918098833218943,0.10082577486026599,> 12 Months,2024-01
CP91563,Themselves Campaign,LinkedIn,2024-05-21,2025-04-23,2678.0,1244.0,1414.48,False,337,0.46452576549663926,0.528185212845407,1.137041800643087,0.8794751428086647,6–12 Months,2024-05
CP21968,Tv Campaign,Facebook,2024-06-13,2025-10-08,4201.0,979.0,32918.32,False,482,0.23303975243989528,7.835829564389431,33.62443309499489,0.02974027836171469,> 12 Months,2024-06
CP32565,Feeling Campaign,Twitter,2024-05-06,2025-09-11,13447.0,1490.0,20871.53,False,493,0.11080538410054287,1.5521328177288614,14.007738255033557,0.07138911234586061,> 12 Months,2024-05
CP72442,Against Campaign,Facebook,2024-01-29,2025-07-23,5351.0,85.0,49810.22,False,541,0.01588488133059241,9.308581573537657,586.0025882352942,0.001706477104497832,> 12 Months,2024-01
CP93937,Father Campaign,Facebook,2024-06-21,2024-12-09,14506.0,96.0,6758.73,False,171,0.006617951192609954,0.4659265131669654,70.4034375,0.014203851907089055,3–6 Months,2024-06
CP79079,Story Campaign,LinkedIn,2023-11-22,2025-01-05,11618.0,1133.0,33523.69,False,410,0.09752108796694783,2.8854957824066108,29.58842894969109,0.03379699549781065,> 12 Months,2023-11
CP71549,Commercial Campaign,Twitter,2024-04-13,2025-01-17,10300.0,1851.0,28841.66,False,279,0.17970873786407768,2.800161165048544,15.581663965424095,0.06417799807639366,6–12 Months,2024-04
CP18694,Heart Campaign,Instagram,2024-06-03,2025-08-12,6856.0,1512.0,29236.94,False,435,0.220536756126021,4.264431155192532,19.33660052910053,0.05171539839668584,> 12 Months,2024-06
CP93793,Animal Campaign,Facebook,2024-06-14,2024-11-30,19165.0,1273.0,27661.26,False,169,0.06642316723193321,1.4433216801460995,21.729190887666928,0.046021041702366414,3–6 Months,2024-06
CP41063,Evening Campaign,Google,2024-01-22,2024-11-22,2274.0,94.0,38360.67,False,305,0.04133685136323659,16.869248021108177,408.0922340425532,0.002450426439371367,6–12 Months,2024-01
CP64833,His Campaign,Facebook,2024-01-21,2024-10-27,14788.0,867.0,38434.58,False,280,0.058628617798214766,2.5990384095212336,44.33054209919262,0.02255781122104105,6–12 Months,2024-01
CP21328,Argue Campaign,Facebook,2024-07-25,2024-11-26,18420.0,253.0,39414.59,False,124,0.013735070575461455,2.139771444082519,155.7888932806324,0.0064189428330981,3–6 Months,2024-07
CP80986,Participant Campaign,Facebook,2024-04-09,2025-05-12,11139.0,419.0,36420.94,False,398,0.037615584881946315,3.2696777089505344,86.92348448687352,0.011504370837216173,> 12 Months,2024-04
CP61541,Build Campaign,Instagram,2024-04-23,2025-07-19,6780.0,960.0,23147.57,False,452,0.1415929203539823,3.4140958702064896,24.11205208333333,0.041473035830542904,> 12 Months,2024-04
CP54559,Practice Campaign,Facebook,2024-06-20,2025-06-29,8163.0,1115.0,4594.03,False,374,0.13659193923802523,0.5627869655763812,4.120206278026906,0.24270629490882734,> 12 Months,2024-06
CP92379,Strategy Campaign,Google,2024-06-21,2025-07-25,17307.0,751.0,2622.23,False,399,0.04339284682498411,0.15151268272953142,3.4916511318242343,0.2863974556007673,> 12 Months,2024-06
CP93930,Pick Campaign,Email,2024-03-23,2024-11-07,2698.0,581.0,9177.1,False,229,0.21534469977761306,3.401445515196442,15.795352839931153,0.06330976016388619,6–12 Months,2024-03
CP45900,Course Campaign,Instagram,2024-04-15,2024-12-02,16372.0,1507.0,48103.83,False,231,0.09204739799657953,2.9381767652088935,31.92025879230259,0.03132806680881751,6–12 Months,2024-04
CP63231,Information Campaign,Email,2023-11-25,2025-09-18,16237.0,1930.0,43093.48,False,663,0.11886432222701238,2.654029685286691,22.32822797927461,0.044786357472174444,> 12 Months,2023-11
CP66535,Method Campaign,Instagram,2024-05-18,2025-09-10,8561.0,1255.0,26371.45,False,480,0.14659502394580073,3.0804170073589536,21.013107569721114,0.047589343778973094,> 12 Months,2024-05
CP29480,Need Campaign,Twitter,2024-05-04,2025-05-08,9185.0,1941.0,38136.24,False,369,0.21132280892759936,4.152013064779531,19.647727975270477,0.05089647012919994,> 12 Months,2024-05
CP44545,Culture Campaign,Email,2024-04-12,2025-07-11,8200.0,1460.0,8248.86,False,455,0.17804878048780487,1.0059585365853658,5.649904109589041,0.17699415434375174,> 12 Months,2024-04
CP84298,Store Campaign,Facebook,2024-03-19,2025-05-14,16394.0,900.0,29206.41,False,421,0.05489813346346224,1.7815304379651091,32.451566666666665,0.030815153248892967,> 12 Months,2024-03
